id1,id2,distance
0,593,283
0,1481,56
0,2512,58
0,2625,344
0,3282,241
0,4007,452
0,4127,362
0,4810,218
0,6125,478
0,7135,88
0,9106,465
0,10543,207
0,10668,62
0,12980,57
0,13547,62
0,14808,201
0,15622,187
0,16279,293
0,16464,350
0,17091,129
0,18058,316
0,18783,284
0,19816,218
0,20971,14
0,26911,26
0,28742,277
0,30998,40
0,31494,370
0,32083,163
0,33463,48
0,34051,207
0,34095,44
0,34735,105
0,35092,258
0,35804,54
0,36473,140
0,36799,260
0,37054,69
0,37725,411
0,39556,191
0,39759,239
0,41521,183
0,41529,269
0,41599,302
0,42306,8
0,42554,357
0,42942,121
0,44042,336
0,44291,364
0,46572,197
0,47232,5
0,48218,495
0,48526,110
0,49610,30
0,49741,203
0,49820,193
0,51805,207
0,52026,347
0,52157,174
0,53355,259
0,53828,234
0,54385,64
0,54881,138
0,55925,492
0,56061,413
0,56445,27
0,57711,322
0,57848,123
0,58008,55
0,59580,145
0,60941,241
0,61717,59
0,62529,304
0,62605,108
0,63379,67
0,63670,417
0,64881,211
0,65021,361
0,67394,361
0,67410,287
0,68872,245
0,69288,22
0,69469,358
0,69834,271
0,70234,381
0,70256,75
0,70719,200
0,71727,145
0,75382,276
0,77910,8
0,78453,55
0,78537,333
0,78712,287
0,78866,21
0,79751,243
0,80301,133
0,80795,196
0,81295,34
0,82262,57
0,82490,191
0,83068,284
0,83631,446
0,83742,21
0,84500,20
0,85546,61
0,85592,113
0,85827,341
0,89137,283
0,89375,362
0,89606,47
0,90126,73
0,91209,279
0,91436,78
0,92219,61
0,92435,400
0,93260,65
0,97204,202
0,97342,473
0,99621,187
0,99630,359
0,100582,35
0,103351,211
0,103692,285
0,103862,356
0,104972,166
0,108221,64
0,109096,258
0,109327,101
0,109693,297
0,109716,373
0,109936,150
0,112818,194
0,113701,39
0,114235,454
0,116295,150
0,116718,91
0,118031,381
0,118221,366
0,120960,249
0,123642,62
0,123978,379
0,124289,399
0,124796,440
0,125142,142
0,126362,39
0,129403,297
0,130387,30
0,131773,234
0,133215,158
0,134969,56
0,135039,252
0,136370,130
0,137595,102
0,138116,16
0,139194,415
0,140548,46
0,142960,4
0,143656,449
0,145466,76
0,146489,277
0,146723,73
0,147284,400
0,147801,126
0,148113,411
0,148704,12
0,149736,336
0,150983,10
0,150998,240
0,151187,85
0,152170,53
0,152231,265
0,152774,46
0,153431,425
0,155205,155
0,155548,56
0,156419,31
0,157040,388
0,157412,240
0,157439,4
0,157460,263
0,158050,11
52,3531,101
52,20143,286
52,43264,224
52,48285,325
52,49565,182
52,70240,223
52,84998,32
52,94414,430
52,98122,384
52,99786,187
52,108452,235
52,112542,362
52,112838,409
52,116202,417
52,117023,184
52,118555,25
52,118568,390
52,136862,318
52,141838,143
52,153773,44
52,157837,142
52,160283,395
158,5814,466
158,9263,125
158,11610,123
158,17689,43
158,23243,282
158,87311,42
158,94757,173
158,94909,52
158,141390,178
339,4500,2
339,9121,137
339,10862,116
339,11131,22
339,14814,162
339,23086,57
339,25297,117
339,29895,0
339,31933,85
339,32236,163
339,38276,11
339,50242,66
339,51591,299
339,63778,116
339,68138,158
339,78955,74
339,81920,83
339,90405,137
339,91231,101
339,96112,202
339,105251,58
339,110590,145
339,111459,75
339,120201,204
339,123300,103
339,126583,83
339,138356,27
339,139238,154
339,154669,135
339,155969,66
360,919,4
360,3690,50
360,4849,217
360,5900,47
360,6328,155
360,6454,319
360,8404,235
360,8552,132
360,9669,146
360,10138,358
360,11703,181
360,13119,253
360,15007,104
360,15893,233
360,18328,228
360,18336,136
360,20565,65
360,20597,425
360,25173,54
360,25244,389
360,25714,152
360,25732,9
360,26021,305
360,26741,65
360,28400,272
360,28959,176
360,32398,469
360,34393,228
360,39492,4
360,40334,232
360,40702,80
360,40988,25
360,44836,4
360,45005,57
360,47967,207
360,51576,21
360,51894,105
360,52161,72
360,53572,229
360,54315,281
360,57751,307
360,58714,69
360,59168,64
360,59659,391
360,60861,269
360,62829,297
360,63273,185
360,69558,272
360,70244,136
360,70818,236
360,70941,191
360,71737,337
360,74004,304
360,75261,98
360,75444,264
360,77086,223
360,78418,33
360,80015,126
360,81266,94
360,84805,53
360,84976,156
360,87674,15
360,88341,55
360,89496,19
360,92049,283
360,92064,162
360,93199,240
360,93221,119
360,97099,78
360,97989,349
360,98825,296
360,102917,157
360,103182,145
360,104014,240
360,105175,70
360,107684,213
360,111085,181
360,112018,204
360,112220,30
360,116381,31
360,116479,142
360,116514,74
360,119232,210
360,119765,93
360,120186,230
360,120474,483
360,123174,286
360,123740,120
360,123932,22
360,123950,283
360,124882,265
360,124934,215
360,128714,57
360,130956,365
360,131465,72
360,131472,31
360,133196,73
360,135337,13
360,141875,39
360,142164,160
360,143055,82
360,144466,232
360,145518,286
360,145867,321
360,146372,265
360,149643,323
360,149958,73
360,153174,280
360,153289,348
360,154389,40
360,154417,80
360,159505,61
593,1481,339
593,2512,341
593,3282,42
593,4007,169
593,4810,65
593,6125,195
593,7135,195
593,10543,76
593,10668,345
593,12980,340
593,13547,221
593,14808,484
593,15622,96
593,16464,67
593,17091,413
593,20971,269
593,26911,309
593,30998,323
593,32083,120
593,33463,235
593,34051,76
593,34095,240
593,34735,389
593,35804,337
593,36473,143
593,37054,352
593,37725,128
593,39556,92
593,41521,466
593,41529,15
593,42306,276
593,42942,405
593,46572,87
593,47232,288
593,48508,227
593,48526,393
593,49610,253
593,49741,80
593,49820,91
593,51805,491
593,52157,110
593,54385,347
593,54881,146
593,55925,208
593,56445,256
593,57848,160
593,58008,229
593,59580,138
593,59582,306
593,61717,342
593,62605,176
593,63379,216
593,64881,72
593,67394,78
593,69288,262
593,70256,358
593,70719,483
593,71727,428
593,76278,472
593,76829,423
593,77910,275
593,78453,228
593,78866,305
593,80301,151
593,80795,87
593,81295,249
593,82262,340
593,82490,92
593,83742,262
593,84500,263
593,85546,223
593,85592,170
593,89606,330
593,90126,357
593,91436,361
593,92219,344
593,93260,349
593,94722,222
593,96025,428
593,97204,485
593,97342,189
593,99621,96
593,100582,248
593,102340,266
593,103351,494
593,103862,72
593,104972,118
593,108221,219
593,109327,384
593,109936,134
593,112818,89
593,113701,245
593,116295,433
593,116718,374
593,118221,82
593,123642,345
593,123962,426
593,125142,142
593,126362,322
593,130387,253
593,133215,441
593,134969,339
593,136370,414
593,137595,181
593,138116,267
593,140548,238
593,142960,279
593,145466,359
